id,name,type,original_name,name_match
1296270,Damso,Person,Damso,1.0
4541,Rod Stewart,Person,Rod Stewart,1.0
1717882,Samra,Person,Samra,1.0
1200229,Kali Uchis,Person,Kali Uchis,1.0
759310,Nacho,Person,Nacho,1.0
1632,George Strait,Person,George Strait,1.0
64482,Evanescence,Group,Evanescence,1.0
867075,Mac DeMarco,Person,Mac DeMarco,1.0
15092,Sum 41,Group,Sum 41,1.0
809281,C. Tangana,Person,C. Tangana,1.0
14310,Nelly Furtado,Person,Nelly Furtado,1.0
672931,De La Ghetto,Person,De La Ghetto,1.0
1366235,Sfera Ebbasta,Person,Sfera Ebbasta,1.0
576982,Two Door Cinema Club,Group,Two Door Cinema Club,1.0
292299,MGMT,Group,MGMT,1.0
1325612,Ella Mai,Person,Ella Mai,1.0
188,Ozzy Osbourne,Person,Ozzy Osbourne,1.0
454711,Colbie Caillat,Person,Colbie Caillat,1.0
1327733,Desiigner,Person,Desiigner,1.0
2884,R. Kelly,Person,R. Kelly,1.0
1331271,Jorja Smith,Person,Jorja Smith,1.0
1489813,Noriel,Person,Noriel,1.0
1138435,Red Velvet,Group,Red Velvet,1.0
868899,Cali y El Dandee,Group,Cali Y El Dandee,0.9375
32103,Rascal Flatts,Group,Rascal Flatts,1.0
1763,3 Doors Down,Group,3 Doors Down,1.0
754689,Louis Tomlinson,Person,Louis Tomlinson,1.0
163502,Melendi,Person,Melendi,1.0
227182,Gotye,Person,Gotye,1.0
138838,Dave,Person,Dave,1.0
1232655,Astrid S,Person,Astrid S,1.0
1449594,Arizona Zervas,Person,Arizona Zervas,1.0
1184330,RAYE,Person,RAYE,1.0
187,Marilyn Manson,Group,Marilyn Manson,1.0
152721,Sido,Person,Sido,1.0
1532993,Kevinho,Person,MC Kevinho,0.8235294117647058
437457,Vampire Weekend,Group,Vampire Weekend,1.0
933539,MØ,Person,MØ,1.0
1528435,Clairo,Person,Clairo,1.0
1220040,Joyner Lucas,Person,Joyner Lucas,1.0
20651,Luciano,Person,Luciano,1.0
2333,The Clash,Group,The Clash,1.0
1808875,Goodboys,Group,Goodboys,1.0
1239158,OMI,Person,OMI,1.0
251,Limp Bizkit,Group,Limp Bizkit,1.0
77161,M83,Group,M83,1.0
32283,Joan Sebastian,Person,Joan Sebastian,1.0
1041633,Mike WiLL Made‐It,Person,Mike WiLL Made-It,0.9411764705882352
207671,Pharrell Williams,Person,Pharrell Williams,1.0
123172,Sleeping at Last,Group,Sleeping At Last,0.9375
11650,The Smashing Pumpkins,Group,The Smashing Pumpkins,1.0
771896,Jaden,Person,Jaden,1.0
51703,Thirty Seconds to Mars,Group,Thirty Seconds To Mars,0.9545454545454546
167543,The Kooks,Group,The Kooks,1.0
761147,Lord Huron,Group,Lord Huron,1.0
316739,Portugal. The Man,Group,Portugal. The Man,1.0
665024,Olly Murs,Person,Olly Murs,1.0
211,Lauryn Hill,Person,Ms. Lauryn Hill,0.8461538461538461
1435255,Stefflon Don,Person,Stefflon Don,1.0
1210602,Jessie Reyez,Person,Jessie Reyez,1.0
1591256,El Fantasma,Person,El Fantasma,1.0
1452496,Loud Luxury,Group,Loud Luxury,1.0
136,Annie Lennox,Person,Annie Lennox,1.0
833798,Carlos Rivera,Person,Carlos Rivera,1.0
1577687,Stray Kids,Group,Stray Kids,1.0
878693,Joey Bada$$,Person,Joey Bada$$,1.0
904328,Kontra K,Person,Kontra K,1.0
10527,Westlife,Group,Westlife,1.0
727129,Luan Santana,Person,Luan Santana,1.0
243162,Michael Silverman,Person,Michael Silverman,1.0
643372,Topic,Person,Topic,1.0
11783,Queens of the Stone Age,Group,Queens of the Stone Age,1.0
511606,Owl City,Person,Owl City,1.0
500,DMX,Person,DMX,1.0
30244,Snow Patrol,Group,Snow Patrol,1.0
120947,Keane,Group,Keane,1.0
801011,Gerardo Ortiz,Person,Gerardo Ortiz,1.0
113525,Dierks Bentley,Person,Dierks Bentley,1.0
159756,Halfcrash,Person,Ha*Ash,0.5333333333333333
55630,Kelly Rowland,Person,Kelly Rowland,1.0
549575,Afrojack,Person,Afrojack,1.0
365,Incubus,Group,Incubus,1.0
1209338,Gryffin,Person,Gryffin,1.0
1847605,Apache 207,Person,Apache 207,1.0
188156,Ciara,Person,Ciara,1.0
1808636,Powfu,Person,Powfu,1.0
1471597,Tee Grizzley,Person,Tee Grizzley,1.0
928102,Kacey Musgraves,Person,Kacey Musgraves,1.0
1013826,Lil Dicky,Person,Lil Dicky,1.0
253598,Yo Gotti,Person,Yo Gotti,1.0
39751,Los Tigres del Norte,Group,Los Tigres Del Norte,0.95
1854628,Ali Gatie,Person,Ali Gatie,1.0
32111,Gigi D’Agostino,Person,Gigi D'Agostino,0.9333333333333332
136091,Aloe Blacc,Person,Aloe Blacc,1.0
828457,Nekfeu,Person,Nekfeu,1.0
931159,Tom Odell,Person,Tom Odell,1.0
287019,Cosculluela,Person,Cosculluela,1.0
169160,Santana,Group,Santana,1.0
1851043,Trevor Daniel,Person,Trevor Daniel,1.0
3198,KISS,Group,KISS,1.0
1677471,Rod Wave,Person,Rod Wave,1.0
258959,MAX,Group,MAX,1.0
1330478,Quinn XCII,Person,Quinn XCII,1.0
157830,Sara Bareilles,Person,Sara Bareilles,1.0
118813,Stefan Wolf,Person,TKKG,0.0
1094970,SEVENTEEN,Group,SEVENTEEN,1.0
848315,Elevation Worship,Group,Elevation Worship,1.0
83,Fryderyk Chopin,Person,Frédéric Chopin,0.7333333333333333
528363,Wale,Person,Wale,1.0
1760202,Blueface,Person,Blueface,1.0
1301297,Thalia,Group,Thalia,1.0
701111,tINI,Person,TINI,0.75
874303,Conor Maynard,Person,Conor Maynard,1.0
1974150,Jay Wheeler,Person,Jay Wheeler,1.0
1951861,Natanael Cano,Person,Natanael Cano,1.0
645007,Danna Paola,Person,Danna Paola,1.0
704701,Swedish House Mafia,Group,Swedish House Mafia,1.0
320853,Zoé,Group,Zoé,1.0
36594,Mötley Crüe,Group,Mötley Crüe,1.0
620911,fun.,Group,fun.,1.0
723178,Ben Howard,Person,Ben Howard,1.0
1197532,Old Dominion,Group,Old Dominion,1.0
2650,Wham!,Group,Wham!,1.0
1489814,Bryant Myers,Person,Bryant Myers,1.0
1402446,ANAVITÓRIA,Group,ANAVITÓRIA,1.0
854612,Willy William,Person,Willy William,1.0
518096,Lady A,Group,Lady A,1.0
155855,Booba,Person,Booba,1.0
404925,Kollegah,Person,Kollegah,1.0
693689,Gente de Zona,Group,Gente De Zona,0.9230769230769232
931443,CHVRCHES,Group,CHVRCHES,1.0
1306737,Martin Jensen,Person,Martin Jensen,1.0
1455831,Moneybagg Yo,Person,Moneybagg Yo,1.0
2388,Nas,Person,Nas,1.0
1279068,Daya,Person,Daya,1.0
410737,Leona Lewis,Person,Leona Lewis,1.0
633,La Oreja de Van Gogh,Group,La Oreja de Van Gogh,1.0
122374,Sufjan Stevens,Person,Sufjan Stevens,1.0
859939,Bethel Music,Group,Bethel Music,1.0
65422,Gwen Stefani,Person,Gwen Stefani,1.0
1598916,Casper Mágico,Person,Casper Magico,0.9230769230769232
883941,Chief Keef,Person,Chief Keef,1.0
63498,The Jackson 5,Group,The Jackson 5,1.0
1486831,Darell,Person,Darell,1.0
363089,Fergie,Person,Fergie,1.0
1270576,Niska,Person,Niska,1.0
540613,Lee Brice,Person,Lee Brice,1.0
815,John Lennon,Person,John Lennon,1.0
1152310,Jack Ü,Group,Jack Ü,1.0
1439722,Felipe Araújo,Person,Felipe Araújo,1.0
929841,Denzel Curry,Person,Denzel Curry,1.0
69148,Bruno & Marrone,Group,Bruno & Marrone,1.0
983,Sting,Person,Sting,1.0
164813,Arcade Fire,Group,Arcade Fire,1.0
166,Ice Cube,Person,Ice Cube,1.0
964,Neil Young,Person,Neil Young,1.0
1257763,Kevin Roldán,Person,Kevin Roldan,0.9166666666666666
418601,Taio Cruz,Person,Taio Cruz,1.0
1887202,Internet Money,Group,Internet Money,1.0
39285,Charlie Brown Jr.,Group,Charlie Brown Jr.,1.0
1773,Paul Simon,Person,Paul Simon,1.0
446247,Sean Kingston,Person,Sean Kingston,1.0
1830,Alan Jackson,Person,Alan Jackson,1.0
1823875,Guaynaa,Person,Guaynaa,1.0
50491,Martin Solveig,Person,Martin Solveig,1.0
963757,MKTO,Group,MKTO,1.0
730893,Tainy,Person,Tainy,1.0
1247252,AJ Tracey,Person,AJ Tracey,1.0
2215012,Banda El Recodo,Group,Banda El Recodo,1.0
94349,The National,Group,The National,1.0
890092,Yellow Claw,Group,Yellow Claw,1.0
1289227,Mon Laferte,Person,Mon Laferte,1.0
14410,Nat King Cole,Person,Nat King Cole,1.0
632,Chayanne,Person,Chayanne,1.0
1811,Roxette,Group,Roxette,1.0
379514,Plan B,Person,Plan B,1.0
910299,John Newman,Person,John Newman,1.0
1635780,Saweetie,Person,Saweetie,1.0
1603398,Yung Gravy,Person,Yung Gravy,1.0
1710849,Granular Sky,Group,Granular,0.8
726072,Nipsey Hussle,Person,Nipsey Hussle,1.0
685411,Stromae,Person,Stromae,1.0
1569763,Alex Rose,Person,Alex Rose,1.0
265878,José José,Person,José José,1.0
1269100,Chelsea Cutler,Person,Chelsea Cutler,1.0
1526311,Beret,Person,Beret,1.0
1492424,DJ Luian,Person,DJ Luian,1.0
2390,Nina Simone,Person,Nina Simone,1.0
973,Shania Twain,Person,Shania Twain,1.0
1236601,Ezhel,Person,Ezhel,1.0
2116,Electric Light Orchestra,Group,Electric Light Orchestra,1.0
311401,Calle 13,Group,Calle 13,1.0
357688,Lily Allen,Person,Lily Allen,1.0
37180,Marco Antonio Solís,Person,Marco Antonio Solís,1.0
1663900,Aitana,Person,Aitana,1.0
731790,Mambo Kingz,Group,Mambo Kingz,1.0
211847,Bullet for My Valentine,Group,Bullet For My Valentine,0.9565217391304348
1607,Dolly Parton,Person,Dolly Parton,1.0
30600,Brad Paisley,Person,Brad Paisley,1.0
730638,Chencho Corleone,Person,Chencho Corleone,1.0
463933,deadmau5,Person,deadmau5,1.0
40922,Simple Plan,Group,Simple Plan,1.0
107513,Los Temerarios,Group,Los Temerarios,1.0
1220000,Cat Stevens,Person,Yusuf / Cat Stevens,0.7333333333333333
198,Sade,Group,Sade,1.0
2261,*NSYNC,Group,*NSYNC,1.0
187983,The Pussycat Dolls,Group,The Pussycat Dolls,1.0
11047,Lionel Richie,Person,Lionel Richie,1.0
1317751,League of Legends,Group,League of Legends,1.0
509,Goo Goo Dolls,Group,The Goo Goo Dolls,0.8666666666666667
35536,Chia Chou,Person,Jay Chou,0.7058823529411765
1004282,Mike Perry,Person,Mike Perry,1.0
46134,David Bisbal,Person,David Bisbal,1.0
1427692,Tom Walker,Person,Tom Walker,1.0
1678838,Dilsinho,Person,Dilsinho,1.0
14462,Kylie Minogue,Person,Kylie Minogue,1.0
84601,will.i.am,Person,will.i.am,1.0
794875,Mr. Probz,Person,Mr. Probz,1.0
1234863,Ferrugem,Person,Ferrugem,1.0
1378410,James TW,Person,James TW,1.0
1117989,Bea Miller,Person,Bea Miller,1.0
11540,The Who,Group,The Who,1.0
78755,Natalia Lafourcade,Person,Natalia Lafourcade,1.0
1472176,Dennis Lloyd,Person,Dennis Lloyd,1.0
163234,Miranda Lambert,Person,Miranda Lambert,1.0
6083,Willie Nelson,Person,Willie Nelson,1.0
542846,Summer Cem,Person,Summer Cem,1.0
1720785,Lalo Ebratt,Person,Lalo Ebratt,1.0
373944,Angus Stone,Person,Angus & Julia Stone,0.7333333333333333
995623,Gavin James,Person,Gavin James,1.0
99,Bing Crosby,Person,Bing Crosby,1.0
58497,Tech N9ne,Person,Tech N9ne,1.0
1175507,Oh Wonder,Group,Oh Wonder,1.0
1360635,Olivia O’Brien,Person,Olivia O'Brien,0.9285714285714286
1712784,girl in red,Person,girl in red,1.0
56574,Audioslave,Group,Audioslave,1.0
1370934,Brett Young,Person,Brett Young,1.0
1556586,Greeicy,Person,Greeicy,1.0
1496164,YUNGBLUD,Person,YUNGBLUD,1.0
1477,Tracy Chapman,Person,Tracy Chapman,1.0
1271873,Kiiara,Person,Kiiara,1.0
1145862,Jack & Jack,Group,Jack & Jack,1.0
12779,Bill Withers,Person,Bill Withers,1.0
1980524,Surfaces,Group,Surfaces,1.0
1253380,Lil’ Kleine,Person,Lil Kleine,0.9523809523809524
1949,Dido,Person,Dido,1.0
1266982,KSI,Person,KSI,1.0
269029,Jeezy,Person,Jeezy,1.0
2126,Tears for Fears,Group,Tears For Fears,0.9333333333333332
11285,Wolfgang Amadeus Mozart,Person,Wolfgang Amadeus Mozart,1.0
231,Cyndi Lauper,Person,Cyndi Lauper,1.0
2047665,Grupo Firme,Group,Grupo Firme,1.0
375,Will Smith,Person,Will Smith,1.0
1049603,Jasmine Thompson,Person,Jasmine Thompson,1.0
1312914,Ruth B.,Person,Ruth B.,1.0
361,Blur,Group,Blur,1.0
1389558,Rich Brian,Person,Rich Brian,1.0
1786,Ella Fitzgerald,Person,Ella Fitzgerald,1.0
1066704,Alina Baraz,Person,Alina Baraz,1.0
1167241,Sofía Reyes,Person,Sofía Reyes,1.0
994546,Jon Pardi,Person,Jon Pardi,1.0
268788,Jowell & Randy,Group,Jowell & Randy,1.0
1616,Tina Turner,Person,Tina Turner,1.0
366,Lenny Kravitz,Person,Lenny Kravitz,1.0
1492,Genesis,Group,Genesis,1.0
41306,Sin Bandera,Group,Sin Bandera,1.0
1441701,Feid,Person,Feid,1.0
1162500,Ludmilla Dabo,Person,LUDMILLA,0.1904761904761904
23003,Selena,Person,Selena,1.0
1596417,Lil Xan,Person,Lil Xan,1.0
739787,Brantley Gilbert,Person,Brantley Gilbert,1.0
1024929,Tori Kelly,Person,Tori Kelly,1.0
2735,ZZ Top,Group,ZZ Top,1.0
202067,Ramin Djawadi,Person,Ramin Djawadi,1.0
2944,TLC,Group,TLC,1.0
1743,Louis Armstrong,Person,Louis Armstrong,1.0
1126615,Snakehips,Group,Snakehips,1.0
38040,Natiruts,Group,Natiruts,1.0
984625,Cigarettes After Sex,Group,Cigarettes After Sex,1.0
1085653,Oliver Heldens,Person,Oliver Heldens,1.0
283545,Skepta,Person,Skepta,1.0
1583680,Neffex,Group,NEFFEX,0.1666666666666666
309399,Lupe Fiasco,Person,Lupe Fiasco,1.0
976,Dean Martin,Person,Dean Martin,1.0
739736,The Head and the Heart,Group,The Head And The Heart,0.9090909090909092
489870,Lykke Li,Person,Lykke Li,1.0
654690,Tinie Tempah,Person,Tinie Tempah,1.0
1291762,Maggie Lindemann,Person,Maggie Lindemann,1.0
1616649,Luísa Sonza,Person,Luísa Sonza,1.0
1650772,Capo Plaza,Person,Capo Plaza,1.0
181386,Lil Jon,Person,Lil Jon,1.0
16275,Toby Keith,Person,Toby Keith,1.0
42,Beck,Person,Beck,1.0
1175935,Lauren Daigle,Person,Lauren Daigle,1.0
12473,Spice Girls,Group,Spice Girls,1.0
1101421,ZHU,Person,ZHU,1.0
311,Cher,Person,Cher,1.0
178910,Timbaland,Person,Timbaland,1.0
189913,Juicy J,Person,Juicy J,1.0
1397042,Pabllo Vittar,Person,Pabllo Vittar,1.0
1628326,Dynoro,Person,Dynoro,1.0
1502637,Ghostemane,Person,Ghostemane,1.0
482,Alice in Chains,Group,Alice In Chains,0.9333333333333332
396940,Chris Young,Person,Chris Young,1.0
1244667,Álvaro Soler,Person,Alvaro Soler,0.9166666666666666
40676,Gustavo Cerati,Person,Gustavo Cerati,1.0
240192,Salaam Remi,Person,Salaam Remi,1.0
1464190,Bruno Martini,Person,Bruno Martini,1.0
577425,IU,Person,IU,1.0
1135745,Martin Tungevaag,Person,Tungevaag,0.72
150016,Los Bukis,Group,Los Bukis,1.0
466530,Kina,Group,Kina,1.0
915508,Vince Staples,Person,Vince Staples,1.0
11999,Mary J. Blige,Person,Mary J. Blige,1.0
50832,Seether,Group,Seether,1.0
58875,The All‐American Rejects,Group,The All-American Rejects,0.9583333333333334
443,Andrea Bocelli,Person,Andrea Bocelli,1.0
1346646,Kris Kross Amsterdam,Group,Kris Kross Amsterdam,1.0
152260,Max Richter,Person,Max Richter,1.0
1200384,Leon Bridges,Person,Leon Bridges,1.0
1277721,Brent Faiyaz,Person,Brent Faiyaz,1.0
147928,Showtek,Group,Showtek,1.0
613149,Cash Cash,Group,Cash Cash,1.0
856920,Timmy Trumpet,Person,Timmy Trumpet,1.0
40462,Intocable,Group,Intocable,1.0
1177894,BØRNS,Person,BØRNS,1.0
823,a‐ha,Group,a-ha,0.75
771764,AWOLNATION,Group,AWOLNATION,1.0
380,Deftones,Group,Deftones,1.0
382866,Camila,Group,Camila,1.0
1362611,Simone Simone,Person,Simone & Simaria,0.6896551724137931
1697796,Melim,Group,Melim,1.0
1748,Otis Redding,Person,Otis Redding,1.0
1393752,A R I Z O N A,Group,A R I Z O N A,1.0
1101100,Jacquees,Person,Jacquees,1.0
1288082,Petit Biscuit,Person,Petit Biscuit,1.0
2125,Supertramp,Group,Supertramp,1.0
249,Pixies,Group,Pixies,1.0
381516,Foals,Group,Foals,1.0
672447,Emeli Sandé,Person,Emeli Sandé,1.0
374763,Jake Owen,Person,Jake Owen,1.0
2504,Wu‐Tang Clan,Group,Wu-Tang Clan,0.9166666666666666
21961,Death Cab for Cutie,Group,Death Cab for Cutie,1.0
1033018,Dadju,Person,Dadju,1.0
1388298,NCT 127,Group,NCT 127,1.0
1559,Craig David,Person,Craig David,1.0
1360116,Frenna,Person,Frenna,1.0
1589829,Gustavo Mioto,Person,Gustavo Mioto,1.0
92744,A Tribe Called Quest,Group,A Tribe Called Quest,1.0
953,Counting Crows,Group,Counting Crows,1.0
1436,Foreigner,Group,Foreigner,1.0
778570,Grouplove,Group,Grouplove,1.0
1772646,Dominic Fike,Person,Dominic Fike,1.0
859384,Cro,Person,Cro,1.0
502,Dave Matthews Band,Group,Dave Matthews Band,1.0
32197,Missy Elliott,Person,Missy Elliott,1.0
1344,Sam Cooke,Person,Sam Cooke,1.0
9606,Beastie Boys,Group,Beastie Boys,1.0
1037,Talking Heads,Group,Talking Heads,1.0
1114671,Kaleo,Group,KALEO,0.2
1550995,Regard,Person,Regard,1.0
992129,Gemitaiz,Person,Gemitaiz,1.0
11669,Ludacris,Person,Ludacris,1.0
895608,Dustin Lynch,Person,Dustin Lynch,1.0
1206099,The Score,Group,The Score,1.0
1104,Megadeth,Group,Megadeth,1.0
827914,Río Roma,Group,Río Roma,1.0
132,The Temptations,Group,The Temptations,1.0
802603,Banda Los Recoditos,Group,Banda Los Recoditos,1.0
40,Alanis Morissette,Person,Alanis Morissette,1.0
1219113,Kungs,Person,Kungs,1.0
53798,Stone Sour,Group,Stone Sour,1.0
1302355,SCH,Person,SCH,1.0
2009378,María Becerra,Person,Maria Becerra,0.9230769230769232
1528,Grateful Dead,Group,Grateful Dead,1.0
1377277,Two Feet,Person,Two Feet,1.0
1147225,La Adictiva Banda San José de Mesillas,Group,La Adictiva Banda San José de Mesillas,1.0
1676788,beabadoobee,Person,beabadoobee,1.0
769555,Icona Pop,Group,Icona Pop,1.0
561811,Empire of the Sun,Group,Empire of the Sun,1.0
763963,Brett Eldredge,Person,Brett Eldredge,1.0
359,Moby,Person,Moby,1.0
1283418,MadeinTYO,Person,MadeinTYO,1.0
1275835,Famous Dex,Person,Famous Dex,1.0
85714,Gloria Trevi,Person,Gloria Trevi,1.0
11050,Tom Petty and the Heartbreakers,Group,Tom Petty and the Heartbreakers,1.0
983726,Ella Eyre,Person,Ella Eyre,1.0
853091,Lindsey Stirling,Person,Lindsey Stirling,1.0
480986,ONE OK ROCK,Group,ONE OK ROCK,1.0
141,Eurythmics,Group,Eurythmics,1.0
597046,LMFAO,Group,LMFAO,1.0
1498015,RIN,Person,RIN,1.0
1165234,Kelsea Ballerini,Person,Kelsea Ballerini,1.0
115320,Gym Class Heroes,Group,Gym Class Heroes,1.0
64499,M.I.A.,Person,M.I.A.,1.0
41061,Los Enanitos Verdes,Group,Los Enanitos Verdes,1.0
1596237,Ultimo,Person,Ultimo,1.0
1034075,Disciples,Group,Disciples,1.0
1167977,KSHMR,Person,KSHMR,1.0
95067,Darius Rucker,Person,Darius Rucker,1.0
996953,A Great Big World,Group,A Great Big World,1.0
32814,Fat Joe,Person,Fat Joe,1.0
237424,Phoenix,Group,Phoenix,1.0
971974,KC Rebell,Person,KC Rebell,1.0
1261070,Roy Woods,Person,Roy Woods,1.0
1356579,EDEN,Person,EDEN,1.0
631249,James Blake,Person,James Blake,1.0
2130,Juan Luis Guerra y 4.40,Group,Juan Luis Guerra 4.40,0.9545454545454546
1216723,AURORA,Person,AURORA,1.0
840037,Canserbero,Person,Canserbero,1.0
838051,Salmo,Person,Salmo,1.0
1279452,Vintage Culture,Person,Vintage Culture,1.0
22572,Bunbury,Person,Bunbury,1.0
59085,Iron & Wine,Person,Iron & Wine,1.0
527153,BIGBANG,Group,BIGBANG,1.0
464,No Doubt,Group,No Doubt,1.0
998,Jamiroquai,Group,Jamiroquai,1.0
1289687,Digital Farm Animals,Person,Digital Farm Animals,1.0
743338,WILLOW,Person,WILLOW,1.0
1755279,Kevin O Chris,Person,MC Kevin o Chris,0.8275862068965517
1721254,Ben,Person,Ben&Ben,0.6
532,UB40,Group,UB40,1.0
1491493,Smokepurpp,Person,Smokepurpp,1.0
1366936,Official髭男dism,Group,Official HIGE DANdism,0.6857142857142857
1267070,Burna Boy,Person,Burna Boy,1.0
1501771,Wallows,Group,Wallows,1.0
35481,Ricardo Montaner,Person,Ricardo Montaner,1.0
14342,Laura Pausini,Person,Laura Pausini,1.0
869252,Thiaguinho,Person,Thiaguinho,1.0
54861,Kaskade,Person,Kaskade,1.0
429373,Duke Dumont,Person,Duke Dumont,1.0
1587139,Eladio Carrión,Person,Eladio Carrion,0.9285714285714286
798823,Alle Farben,Person,Alle Farben,1.0
127,James Taylor,Person,James Taylor,1.0
2351,Brooks & Dunn,Group,Brooks & Dunn,1.0
431,The Kinks,Group,The Kinks,1.0
817809,Falling in Reverse,Group,Falling In Reverse,0.9444444444444444
972925,American Authors,Group,American Authors,1.0
2107,Leonard Cohen,Person,Leonard Cohen,1.0
1669173,Micro TDH,Person,Micro TDH,1.0
2077,Pantera,Group,Pantera,1.0
1761048,TOMORROW X TOGETHER,Group,TOMORROW X TOGETHER,1.0
2726,Chicago,Group,Chicago,1.0
