out_edges,rel_max,rel_mean,career_length,last_release,first_release,rel_std,num_release,in_edges
68.0,781.0000000000001,163.23653069153067,5.3095680000001304e+16,1.4689785600000023e+18,1.4132908800000015e+18,231.67898383449955,13.266666666666666,57.0
49.0,832.0000000000001,184.23653069153067,5.309568000000131e+16,1.4689785600000023e+18,1.4132908800000015e+18,232.67898383449955,25.266666666666666,104.0
