out_edges,rel_max,rel_mean,career_length,last_release,first_release,rel_std,num_release,in_edges
58.57142857142857,774.9999999999999,186.81547619047618,9.534733714285706e+17,1.357294628571427e+18,4.0122925714285594e+17,299.3909527077509,90.57142857142857,62.57142857142857
69.57142857142857,749.9999999999999,205.81547619047618,9.534733714285705e+17,1.357294628571427e+18,4.0122925714285594e+17,265.3909527077509,50.57142857142857,58.57142857142857
