out_edges,rel_mean,rel_max,career_length,last_release,first_release,rel_std,num_release,network_rank,in_edges
7.0,214.33333333333331,236.33333333333334,-9.223372036854776e+18,-9.220780036854776e+18,-9.223372036854776e+18,95.0,82.0,33.000002673052414,4.0
50.0,207.33333333333331,193.33333333333334,-9.223372036854776e+18,-9.220780036854776e+18,-9.223372036854776e+18,50.0,57.0,19.000002673052414,75.0
