out_edges,rel_mean,rel_max,career_length,last_release,first_release,rel_std,num_release,network_rank,in_edges
30.0,524.5,503.49999999999994,3.153599999999904e+16,-5.956847999999999e+17,-6.298128e+17,72.0,17.5,20.00000107833544,101.0
99.0,538.5,469.49999999999994,3.1535999999999116e+16,-5.956847999999999e+17,-6.298128e+17,50.0,95.5,26.00000107833544,3.0
