out_edges,rel_mean,rel_max,career_length,last_release,first_release,rel_std,num_release,network_rank,in_edges
22.0,535.5,1060.0,4.0832639999999936e+17,1.610064e+18,1.1991456e+18,515.5,62.0,64.00000006368151,44.0
11.0,603.5,1007.0,4.0832639999999936e+17,1.610064e+18,1.1991456e+18,558.5,14.0,85.00000006368151,8.0
