out_edges,fol_std,rel_mean,rel_max,last_release,fol_max,first_release,num_release,network_rank,career_length,fol_mean,pop_std,rel_std,pop_mean,pop_max,in_edges
81.0,1243848.1887547441,64.10663650075415,174.64705882352942,1.567057129411767e+18,3822075.7058823532,2.0924555294117565e+17,232.5294117647059,60.000055574025644,1.3552195764705892e+18,1194536.573443223,87.05489176033485,45.002292177695594,63.69538174244056,89.47058823529413,26.0
79.0,1243796.1887547441,63.10663650075415,138.64705882352942,1.567057129411767e+18,3822051.7058823532,2.092455529411756e+17,179.5294117647059,45.000055574025644,1.3552195764705892e+18,1194538.573443223,106.05489176033485,56.002292177695594,77.69538174244056,80.47058823529413,43.0
