out_edges,fol_std,rel_mean,rel_max,last_release,fol_max,first_release,num_release,network_rank,career_length,fol_mean,pop_std,rel_std,pop_mean,pop_max,in_edges
440.0,447021.45870242873,89.80367512104228,927.0000000000001,1.5875568e+18,5502761.375000002,-6.095411999999987e+17,267.5625,57.10419382805586,2.1945060000000013e+18,95720.60963383639,43.16710893026658,129.27273253211814,71.71574571926675,84.31250000000003,453.0
443.0,446991.45870242873,66.80367512104228,921.0000000000001,1.5875568e+18,5502747.375000002,-6.095411999999988e+17,281.5625,91.10419382805587,2.1945060000000013e+18,95720.60963383639,58.16710893026658,155.27273253211814,84.71574571926675,84.31250000000003,444.0
